94,2,1,5,5,1,1
98,4,1,5,3,1,4
99,4,1,5,3,1,4
102,2,1,2,5,1,1
103,4,1,4,5,3,2
111,1,3,4,5,5,5
112,2,1,5,5,4,5
113,2,1,5,5,4,5
115,3,2,5,5,4,2
116,,,,,,
117,2,1,5,5,5,5
127,5,1,5,5,1,1
128,,,,,,
133,3,1,5,5,3,3
134,3,1,5,5,3,3
140,1,1,5,5,5,5
145,1,1,5,5,5,5
146,1,1,5,5,5,5
158,2,4,1,5,3,5
159,1,1,5,5,5,5
165,2,3,5,5,5,5
166,,,,,,
171,3,1,5,5,3,1
172,3,1,5,5,3,1
173,1,1,5,5,5,4
186,,,,,,
185,1,1,5,5,1,5
188,,,,,,
95,1,1,5,5,5,3
104,1,1,5,5,5,2
105,1,1,5,5,5,2
106,1,1,5,5,5,2
107,1,1,5,5,5,2
108,1,1,5,5,5,3
109,1,1,5,5,5,3
110,1,1,5,5,5,3
119,2,1,5,5,1,5
124,3,1,5,5,5,1
125,3,1,5,5,5,1
126,2,1,5,5,5,1
136,2,1,5,5,3,4
142,2,1,5,5,3,4
143,2,1,5,5,3,4
144,2,1,5,5,3,4
97,1,1,4,5,5,1
100,1,1,5,5,5,5
101,,,,,,
97,1,1,5,5,1,3
100,1,1,5,5,5,5
101,1,1,5,5,5,5
147,3,1,3,4,5,1
150,3,1,3,4,5,1
153,3,1,3,4,5,1
154,1,1,5,5,5,5
155,1,1,5,5,5,3
157,3,1,5,5,3,3
160,1,1,5,5,3,3
161,1,1,5,5,5,1
164,1,1,5,5,3,1
167,1,1,5,5,3,1
168,3,1,5,5,5,1
169,3,1,5,5,5,1
170,1,1,5,5,5,1
175,1,3,5,5,4,1
176,1,1,5,5,3,3
177,1,1,5,5,3,3
180,1,1,5,5,3,3
183,1,1,5,5,5,5
184,1,1,5,5,1,5
121,1,1,5,5,3,3
122,1,1,5,5,3,3
123,,,,,,
131,1,1,5,5,5,1
132,1,1,5,5,5,1
141,1,1,5,5,5,1
182,1,1,5,5,1,5
187,1,1,5,5,3,3
