379,1,2,1,2,1,1
382,1,1,5,5,5,1
383,,,,,,
384,,,,,,
386,2,1,5,5,4,2
400,,,,,,
401,,,,,,
402,,,,,,
403,,,,,,
404,1,1,5,,1,5
405,,,,,,
406,,,,,,
407,,,,,,
411,2,1,5,5,2,5
412,3,1,5,5,5,3
413,,,,,,
414,,,,,,
415,,,,,,
416,,,,,,
417,,,,,,
418,1,1,5,5,1,5
419,1,1,5,5,2,5
420,1,1,2,5,2,5
383,,,,,,
383,,,,,,
383,,,,,,
383,,,,,,
392,1,1,3,5,2,5
421,,,,,,
429,1,1,3,5,2,5
429,1,1,3,5,2,5
429,1,1,3,5,2,5
430,3,1,5,4,4,2
431,2,1,5,5,3,3
438,1,1,4,5,1,1
440,1,1,5,5,3,5
434,3,1,4,4,3,4
439,3,1,4,4,3,4
442,1,1,5,5,1,5
445,,,,,,
446,3,1,5,5,2,5
447,5,1,5,5,1,5
448,3,1,5,3,1,5
451,3,1,5,5,3,3
452,2,1,5,5,3,3
465,1,1,5,5,1,5
466,1,1,5,5,1,5
467,1,1,5,5,1,5
468,1,1,4,5,1,5
469,1,1,3,4,1,5
387,,,,,,
388,,,,,,
390,,,,,,
423,,,,,,
424,,,,,,
427,,,,,,
428,,,,,,
435,,,,,,
455,1,1,5,5,1,5
456,1,1,5,5,1,5
470,1,1,5,5,1,5
472,3,1,5,5,1,5
471,1,1,5,5,1,5
473,,,,,,
449,2,1,2,5,1,5
437,,,,,,
379,,,,,,
385,,,,,,
391,3,3,3,5,2,4
385,,,,,,
391,3,3,3,5,2,4
393,1,1,3,5,5,1
394,3,1,5,5,3,3
395,3,1,5,,3,3
396,3,1,5,5,1,5
397,1,1,5,5,1,5
399,3,1,5,5,1,5
399,1,1,5,5,3,3
408,,,,,,
409,3,1,5,5,1,5
410,3,1,5,5,1,5
421,,,,,,
422,,,,,,
425,1,1,5,5,1,5
436,,,,,,
432,3,1,2,5,1,5
444,,,,,,
450,4,2,3,5,4,2
453,3,1,4,5,1,5
454,3,1,4,5,1,5
457,1,1,5,5,1,5
458,1,1,5,5,1,5
459,1,1,5,5,1,5
460,1,1,5,5,1,5
474,3,2,5,5,3,3
394,,,,,,
393,1,1,5,5,2,
395,3,1,5,5,2,4
396,1,1,5,5,,5
397,1,1,5,5,1,5
398,,,,,,
399,1,1,5,5,1,5
399,1,1,5,5,1,5
408,,,,,,
409,2,1,4,5,1,4
410,2,1,4,5,1,5
421,,,,,,
422,,,,,,
425,1,1,5,5,1,5
426,,,,,,
432,2,1,2,5,1,5
436,,,,,,
444,,,,,,
450,3,1,3,5,3,3
453,2,1,4,5,2,5
454,2,1,4,5,2,5
457,1,1,5,5,1,5
458,1,1,5,5,1,5
459,1,1,5,5,1,5
460,1,1,5,5,1,5
474,3,1,4,5,3,3
474,,,,,,
