475,3,4,2,4,3,
93,,,,,,
1,1,1,2,2,1,1
475,3,1,1,4,5,5
0,,,,,,
0,3,1,1,4,5,5
0,3,1,1,4,5,5
3,3,1,2,2,5,5
8,2,1,5,5,,
9,3,1,5,5,5,5
12,1,1,5,5,5,1
21,2,1,5,5,5,5
23,2,1,5,4,3,4
29,3,,5,5,5,1
30,3,1,5,5,5,1
15,2,1,5,5,3,1
35,2,1,5,5,2,2
45,1,1,5,5,5,5
47,3,1,5,5,3,5
48,2,1,5,4,3,3
49,2,1,5,4,3,1
50,4,2,5,4,3,2
51,3,1,5,5,4,1
52,4,1,5,5,2,2
57,2,1,5,5,3,3
60,3,1,4,3,3,1
61,2,1,5,4,2,1
63,3,1,5,5,5,3
64,3,1,5,5,4,1
67,2,1,5,4,3,1
68,3,1,5,5,3,3
69,3,1,5,5,2,2
70,3,1,5,5,2,3
71,4,1,5,5,4,3
76,3,1,5,4,4,1
77,3,1,5,5,5,5
83,2,1,5,5,3,1
84,1,1,5,5,3,4
82,2,1,5,5,4,2
85,3,1,5,5,4,2
86,3,1,5,5,4,2
87,2,1,5,5,5,3
